HDP ID,Project number,Active status,Archive date,Study name,Year Awarded,Registered,Clinical Trials ID,SLMD completion %,Repository selection,Data link(s) submitted,VLMD submitted - Data Dictionary,VLMD submitted - CDE,HEAL Research Program,NIH RePORTER link,Study PIs,DOI Identifier
HDP00091,1U01DA047982-01,live,,Long-acting buprenorphine vs. naltrexone opioid treatments in CJS-involved adults,2019,Yes,NCT04219540,40.4,"JCOIN, NAHDAP",,Yes,No,Justice Community Opioid Innovation Network,https://reporter.nih.gov/project-details/9712327,"DAVID J FARABEE, Jan  Gryczynski, JOSHUA D LEE, Lisa A. Marsch, SANDRA Ann SPRINGER, Elizabeth Needham Waddell",
HDP00092,1R34DA050254-01,archived,2024-08-06T16:37:08.113417,Biological and Environmental Contributions to Healthy Baby Development in Diverse Population,2019,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/9900560,PAT  LEVITT,
HDP00093,1R43DA049617-01,live,,At-Home Virtual Reality Guided Imagery Intervention for Chronic Pain,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9848425,"Benjamin  Lewis, STEVEN H RICHEIMER",
HDP00094,1U24NS114416-01,archived,2023-08-22T13:45:13.587225,Duke Pain Early-phase Research Clinical Center (PERC),2019,No,,11.5,,,No,No,Early Phase Pain Investigation Clinical Network (EPPIC-Net),https://reporter.nih.gov/project-details/9866221,"Alexander Tan Limkakeng, LAURA S PORTER",
HDP00095,1R44AR074820-01A1,live,,A phenotypic screen for osteoarthritic pain therapeutics using all-optical electrophysiology.,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9909345,"Pin  Liu, Owen B. McManus",
HDP00096,1R21DA047662-01,live,,Human laboratory model to screen drugs with opioid analgesic-sparing effects: cannabidiol/morphine combinations,2019,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9660796,LESLIE H Lundahl,
HDP00097,1R61NS118651-01A1,live,,Prognostic biomarkers for high-impact chronic pain: Development and validation,2020,Yes,NCT04994249,76.9,,,No,Yes,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/10157953,SEAN C MACKEY,
HDP00098,1U24NS113784-01,archived,2023-08-22T13:45:13.587225,University of Rochester Hub and Spokes for the EPPIC Network - Specialized Clinical Center,2019,No,,11.5,,,No,No,Early Phase Pain Investigation Clinical Network (EPPIC-Net),https://reporter.nih.gov/project-details/9860426,Jennifer  Gewandter,
HDP00099,1R61AT010806-01,live,,Enhancing Exercise and Psychotherapy to Treat Comorbid Addiction and Pain for ImprovingAdherence to Medication Assisted Treatment in Opioid Use Disorders,2019,Yes,NCT04736550,36.5,,,No,No,Behavioral Research to Improve Medication-Based Treatment,https://reporter.nih.gov/project-details/9869503,"Nora L. Nock, AMY B WACHHOLTZ",
HDP00100,1U01DA055322-01,archived,2024-05-30T13:43:36.525173,HEALthy Brain and Child Development Study at UAB and UA,2021,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/10380426,Ada Myriam Peralta-Carcelen,
HDP00101,1R01DA044745-01A1,live,,Facilitating Sustainment Through Implementation Feedback: The SIC Coaching Model,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9530717,Lisa  Saldana,
HDP00102,1R21DA049861-01,live,,"Impact of SB 273 on West Virginia Patients, Providers, and Overall Prescription Rates of Opiate Medications",2019,No,,11.5,,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/9869148,"Treah  Haggerty, Cara  Sedney",
HDP00103,1R34NS126032-01,live,,Stem cell-loaded microgels to treat discogenic low back pain,2021,Yes,,7.7,,,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10398627,Dmitriy  Sheyn,
HDP00104,1R01MH128904-01,live,,Supporting Treatment Access and Recovery for Co-Occurring Opioid Use and Mental Health Disorders (STAR-COD),2021,Yes,NCT05138614,82.7,NIMH Data Archive,https://nda.nih.gov/edit_collection.html?id=4128,Yes,No,Optimizing Care for People with Opioid Use Disorder and Mental Health Conditions,https://reporter.nih.gov/project-details/10373400,"Gerardo  Gonzalez, Wenjun  Li, Todd Alden Olmstead, DAVID A SMELSON",10.60490/HDP00104
HDP00105,1UG3DA047699-01,live,,"Development of ITI-333, a -opioid Receptor Partial Agonist and 5HT2A and D1 Receptor Antagonist, for the Treatment of Opioid Use Disorders",2019,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9675407,"SANDRA D COMER, GRETCHEN L SNYDER, Dean Foster Wong",
HDP00106,1RM1DA055437-01,archived,2025-04-28T12:16:46.309809,Trial of Buprenorphine Microdosing During Hospitalization (IMPOWR-ME),2021,Yes,,96.2,,,No,No,Integrative Management of chronic Pain and OUD for Whole Recovery (IMPOWR),https://reporter.nih.gov/project-details/10391075,"JULIA H. ARNSTEN, Vilma  Gabbay, Joanna L. Starrels",
HDP00107,1R01DA045695-01A1,live,,Treating Chronic Pain in Buprenorphine Patients in Primary Care Settings,2019,Yes,NCT03698669,38.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9661530,"Michael D Stein, RISA B WEISBERG",
HDP00108,1OT2OD031940-01,archived,2026-03-02T13:13:53.464773,A Strategy for Heal Federated Data Ecosystem,2021,Yes,,23.1,,,No,No,,https://reporter.nih.gov/project-details/10328176,Stanley Carlton Ahalt,
HDP00109,1R34DA050258-01,archived,2024-08-06T11:25:07.352823,3/3; Promoting resilience in children:Protocol Development for a Birth Cohort Study to Access Factors Impacting Neurodevelopment,2019,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/9900395,ANDREW L ALEXANDER,
HDP00110,1UG3NR019196-01,live,,Pain Response Evaluation of a Combined Intervention to Cope Effectively (PRECICE),2020,Yes,NCT04395001,80.8,Vivli,https://doi.org/10.25934/PR00011355,Yes,Yes,Pain Management Effectiveness Research Network,https://reporter.nih.gov/project-details/9870024,Dennis Chua Ang,10.60490/HDP00110
HDP00111,1R61NS114954-01,live,,The Inflammatory Index as a Biomarker for Pain in Patients with Sickle Cell Disease,2019,Yes,,59.6,Vivli,,Yes,Yes,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/9888821,Amanda M Brandow,10.60490/HDP00111
HDP00112,1UG3DA048502-01A1,live,,Non-Invasive Vagal Nerve Stimulation in Patients with Opioid Use Disorders,2020,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9983431,"James Douglas Bremner, Omer Tolga Inan",
HDP00113,1R01DE029951-01,live,,Targeting Endosomal Receptors for Treatment of Chronic Pain,2020,Yes,,7.7,Zenodo,"https://zenodo.org/records/13738027, https://zenodo.org/records/13361918",No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/9974866,"NIGEL W BUNNETT, Brian L Schmidt",
HDP00114,1RF1AG068997-01,live,,Subchondral Bone Cavities in Osteoarthritis Pain,2020,Yes,,88.5,Mendeley Data,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10054792,"Xu  Cao, Yun  Guan",10.60490/HDP00114
HDP00115,1U01DK123813-01,archived,2024-10-11T13:57:55.318498,UPENN Scientific and Data Research Center for the HOPE Consortium to Reduce Pain and Opioid Use in Hemodialysis,2019,Yes,,92.3,NIDDK Central Repository,,No,No,Integrated Approach to Pain and Opioid Use in Hemodialysis Patients,https://reporter.nih.gov/project-details/9901764,"Laura M Dember, JOHN T FARRAR, Jesse Yenchih Hsu, KYLE Matthew KAMPMAN",
HDP00116,1R44NS119036-01,live,,Development of a novel analgesic for mixed inflammatory and neuropathic pain states,2021,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10082913,Andrea  Ghetti,
HDP00117,1R01DE029202-01,live,,Validation of blocking TSP4/Cava2d1 interaction as a new target for neuropathic pain,2019,Yes,,59.6,"Rat Genome Database (RGD), Dryad",,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/9870482,ZHIGANG David LUO,10.60490/HDP00117
HDP00118,1R43NS113726-01,live,,"Pharmacokinetic and toxicology studies of AYX2, a transcription factor decoy, non-opioid, disease modifying drug candidate for the long-term treatment of chronic pain",2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9845965,Julien  Mamet,
HDP00119,1UG3AT010621-01,archived,2025-01-28T12:29:24.345781,Group-based mindfulness for patients with chronic low back pain in the primary care setting,2019,No,,11.5,,,No,No,Pragmatic and Implementation Studies for the Management of Pain to Reduce Opioid Prescribing (PRISM),https://reporter.nih.gov/project-details/9869182,Natalia E. Morone,
HDP00120,1RF1NS113256-01,live,,Dnmt3a as an epigenetic target for chronic pain treatment,2019,Yes,,7.7,Figshare,https://doi.org/10.6084/m9.figshare.28431152,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/9828185,ZHIZHONG Z. PAN,
HDP00121,1UG3DA047714-01,live,,Feasibility of Deep Brain Stimulation as a Novel Treatment for Refractory Opioid Use Disorder,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9674144,Ali R Rezai,
HDP00122,1UH2AR076736-01,archived,2024-09-24T14:27:07.856328,Focused Ultrasound Neuromodulation of Dorsal Root Ganglion for Noninvasive Mitigation of Low Back Pain,2019,Yes,,7.7,,,No,No,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/9898129,"VIOLA  RIEKE, LUBDHA  SHAH",
HDP00123,1R43DA050349-01,live,,"A Novel Chemokine Receptor Antagonist to Block Opioid Reinforcement, Relapse and Physical Dependence",2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9908597,Michael R Ruff,
HDP00124,1R34DA050342-01,archived,2024-08-06T11:25:04.553525,'1/6' Planning for the HEALthy Early Development Study,2019,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/9899542,Lynn T Singer,
HDP00125,1UG3AR076387-01,archived,2025-02-24T11:28:14.670960,Fibromyalgia TENS in Physical Therapy Study (TIPS):an embedded pragmatic clinical trial,2019,Yes,NCT04683042,92.3,ICPSR,,Yes,No,Pragmatic and Implementation Studies for the Management of Pain to Reduce Opioid Prescribing (PRISM),https://reporter.nih.gov/project-details/9869089,"Leslie J Crofford, KATHLEEN A SLUKA",10.60490/HDP00125
HDP00126,1UG3DA050942-01A1,live,,An Intranasal GDNF Gene Therapy for Opioid Relapse Reduction,2021,Yes,,65.4,"Rat Genome Database (RGD), Mendeley Data",", https://doi.org/10.17632/38hmy7ssgm.1",No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/10154341,"ELIZABETH M BYRNES, EMMANUEL N POTHOS, BARBARA LEE WASZCZAK",10.60490/HDP00126
HDP00127,1U01DA055371-01,archived,2024-05-30T13:43:27.367580,17/24 Healthy Brain and Child Development National Consortium,2021,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/10378274,"Michael K. Georgieff, Sylia  Wilson, Anna  Zilverstand",
HDP00128,1R34DA050286-01,archived,2024-08-06T11:25:12.658656,THE CUMULATIVE RISK OF SUBSTANCE EXPOSURE AND EARLY LIFE ADVERSITY ON CHILD HEALTH DEVELOPMENT AND OUTCOMES,2019,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/9900281,James  Blair,
HDP00129,1R42DA049448-01,live,,Reward-based technology to improve opioid use disorder treatment initiation after an ED visit,2019,Yes,NCT05180669,71.2,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9838457,Edwin D Boudreaux,10.60490/HDP00129
HDP00130,1U01DK123821-01,archived,2024-05-14T10:52:09.601433,Vanderbilt-West Virginia (VWV) Collaborative: A HOPE Consortium Clinical Center,2019,No,,11.5,,,No,No,Integrated Approach to Pain and Opioid Use in Hemodialysis Patients,https://reporter.nih.gov/project-details/9902582,"Kerri  Cavanaugh, David Allan Edwards",
HDP00131,1R44NS113740-01,live,,An Instrument to Assess the Functional Impact of Chronic Pain,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9841017,Brian R Clark,
HDP00132,1UF1MH121949-01,live,,"Patient-centered team-based primary care to Treat Opioid Use Disorder, Depression, and Other conditions",2019,No,,11.5,,,No,No,Optimizing Care for People with Opioid Use Disorder and Mental Health Conditions,https://reporter.nih.gov/project-details/9905308,"KATHARINE ANTHONY BRADLEY, LYNN L. DeBAR",
HDP00133,1R34DA050291-01,archived,2024-08-06T11:25:11.748401,1/4 Investigation of opioid exposure and neurodevelopment (iOPEN),2019,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/9898100,"Damien A Fair, Alice M Graham",
HDP00134,1R24DA051946-01,live,,Family-based Recovery Support Service Network for Youth OUD,2020,Yes,,82.7,,,No,No,,https://reporter.nih.gov/project-details/10057199,Aaron  Hogue,10.60490/HDP00134
HDP00135,1R44DA046316-01A1,live,,A Phase 1 Randomized Single Oral Dose Four Period Cross-Over Study Investigating Omnitram Dose Proportionality and Food Effect in Normal Human Subjects,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9621132,"STUART J KAHN, JOHN A ZEBALA",
HDP00136,1U18EB029251-01,live,,The Injectrode - A Truly Injectable Electrode for Dorsal Root Ganglion Stimulation to Treat Pain,2019,No,,11.5,,,No,No,Translating Discoveries into Effective Devices to Treat Pain,https://reporter.nih.gov/project-details/9899464,"Kip A Ludwig, Douglas J Weber",
HDP00137,1ZIATR000344-01,live,,"HEAL: New Chemical Structures for Pain, Addiction and Overdose Targets",2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9770484,Samuel  Michael,
HDP00138,1UG3DA047717-01,live,,MOR/DOR Heterodimer Antagonists: A Novel Treatment for Opioid Dependence,2019,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9677597,MICHAEL M MORGAN,
HDP00139,1R44DA050357-01,live,,An optimized screening platform for identifying and quantifying biased agonists as drugs for the treatment of Opioid Use Disorder,2019,Yes,,55.8,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9911512,"THOMAS E HUGHES, Anne Marie  Quinn",10.60490/HDP00139
HDP00140,1R43NS120335-01,live,,Closed-Loop Micromagnetic Neuromodulation as a Non-Opioid Treatment for Neuropathic Pain.,2021,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10139200,Thomas  Reilly,
HDP00141,1R43DA050358-01,live,,A Project to Test The Efficacy And Safety Of An Innovative Treatment Of Opiate Use Disorders,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9910942,"Fredric  Schiffer, MARTIN H TEICHER",
HDP00142,1UG3DA048234-01,live,,Development of a novel drug for treating opioid use disorder,2019,No,NCT05724797,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9730818,"Nikej  Shah, FRANK J. VOCCI",
HDP00143,1R21DA048074-01,live,,"Prescription Opioid Formulation to Deter Extraction, Injection, Insufflation, and Smoking",2019,Yes,,7.7,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9713551,Luis  Solorio,
HDP00144,1U01DA055363-01,archived,2024-05-30T13:43:40.945158,12/24 Healthy Brain and Child Development National Consortium,2021,No,,11.5,,,No,No,HEALthy Brain and Child Development Study (HBCD),https://reporter.nih.gov/project-details/10378922,"Alice M Graham, Bonnie J Nagel, Elinor L. Sullivan",
HDP00145,1UG1DA050072-01,live,,"Transitions Clinic Network: Post Incarceration Addiction Treatment, Healthcare, and Social Support (TCN PATHS) study",2019,Yes,NCT04309565,32.7,"JCOIN, NAHDAP",,Yes,No,Justice Community Opioid Innovation Network,https://reporter.nih.gov/project-details/9882727,Emily Ai-hua Wang,
HDP00146,1UG3DA048768-01A1,live,,Novel LAAM formulations to treat Opioid Use Disorder (UG3 DA048768-01A1),2019,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/9844337,"Matthew Sean Halquist, FREDERICK Gerard MOELLER, Charles  O'Keeffe, QINGGUO  XU",
HDP00147,1K24AR081143-01,archived,2024-12-17T12:19:41.946817,Mentorship of Junior Investigators on HEAL-SKOAP,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10426755,Claudia Michelle Campbell,
HDP00148,1R01HL150566-01,live,,Arousal circuitry and opiate-associated memories,2019,No,,11.5,,,No,No,Sleep Dysfunction as a Core Feature of Opioid Use Disorder and Recovery,https://reporter.nih.gov/project-details/9882650,"Xiaoke  Chen, Luis  De Lecea",
HDP00149,1U24NS113847-01,archived,2023-08-22T13:45:13.587225,Early Phase Pain Investigation Clinical Network: Greater New York Clinical Center,2019,No,,11.5,,,No,No,Early Phase Pain Investigation Clinical Network (EPPIC-Net),https://reporter.nih.gov/project-details/9868113,"Lisa  Doan, Richard B. LIPTON",
HDP00150,1UM1DA049415-01,live,,CHASE: An Innovative County-Level Public Health Response to the Opioid Epidemic in New York State,2019,Yes,NCT04111939,86.5,ICPSR,,Yes,No,HEALing Communities Study,https://reporter.nih.gov/project-details/9837181,"Nabila  El-Bassel, Daniel J Feaster, Louisa  Gilbert, Edward V. Nunes",10.60490/HDP00150
